"text","label"
"Drop charas at my place in Kengeri",1
"Need mdma from Bellandur",1
"Family dinner at Commercial Street",0
"Need doob from Silk Board",1
"collect some ecstasy at HSR Layout",1
"How's your day going?",0
"Where can I supply pills in the morning?",1
"I'll drop by Malleshwaram before work",0
"Need pills from Bellandur",1
"Drop lsd at my place in Rajajinagar",1
"Did you finish the project?",0
"Don't forget the office meeting",0
"Bro xtc chahiye Koramangala side",1
"Pick me up near Indiranagar",0
"Party at my place at midnight",0
"Party at my place before work",0
"I'll drop by Whitefield in the morning",0
"Let's meet at BTM right away",0
"Party at my place later",0
"See you at college right away",0
"Where can I get ecstasy after class?",1
"Let's meet at Majestic this evening",0
"score some dope at Whitefield",1
"See you at college tomorrow",0
"Pick up vegetables from Commercial Street",0
"Let's meet at MG Road tonight",0
"How's your day going?",0
"Cash ready, bring hash to Commercial Street",1
"How's your day going?",0
"Going to Commercial Street for dinner",0
"Arrange w33d at Majestic 2nite",1
"Catching a movie at Banashankari",0
"Pick 🌿 from MG Road in the morning",1
"Drop acid at my place in HSR Layout",1
"Drop doob at my place in HSR Layout",1
"Pick 🍄 from Airport Road later",1
"Cash ready, bring coke to Commercial Street",1
"arrng brown sugar near Banashankari",1
"Bro pot chahiye KR Puram side",1
"drop some acid tabs at Airport Road",1
"Where can I collect pills tonight?",1
"Cash ready, bring k3t to Silk Board",1
"See you at college tonight",0
"Drop trip at my place in Indiranagar",1
"Arrange lsd at Whitefield at midnight",1
"See you at college right away",0
"arrange ganjaa near KR Puram",1
"Where can I score ma@l at midnight?",1
"supply charas to Jayanagar in the morning",1
"Bro mj chahiye Airport Road side",1
"Get green apples at Whitefield market",0
"supply coke to Kengeri in the morning",1
"Where can I pick up LSD tmrw?",1
"Going shopping at Banashankari",0
"Send k3t via courier now",1
"Drop acid at my place in BTM",1
"Let's meet at Rajajinagar tonight",0
"See you tomorrow at Jayanagar",0
"Don't forget the office meeting",0
"See you tomorrow at Banashankari",0
"Pick up vegetables from Shivajinagar",0
"grab maal to Bellandur tonight",1
"Let's play cricket in the park",0
"Family dinner at Kengeri",0
"How's your day going?",0
"Family dinner at MG Road",0
"Send charas via courier in the morning",1
"Send kush via courier before work",1
"Need w33d from Commercial Street",1
"See you tomorrow at Shivajinagar",0
"grab grn near Koramangala",1
"Let's meet at Commercial Street this evening",0
"Cash ready, bring h@sh to Kengeri",1
"Pick up vegetables from Majestic",0
"How's your day going?",0
"See you tomorrow at HSR Layout",0
"How's your day going?",0
"Bro ganjaa chahiye Whitefield side",1
"Collect papers from Malleshwaram",0
"Drop lsd at my place in Electronic City",1
"Drop h@sh at my place in Electronic City",1
"Pick 🌿 from Whitefield tomorrow",1
"Party at my place before work",0
"Arrange k3t at Kengeri tmrw",1
"Pick me up near Cubbon Park",0
"pick up mj to Electronic City 2nite",1
"Cash ready, bring brown sugar to BTM",1
"arrng some stuff at Whitefield",1
"See you tomorrow at Kengeri",0
"grab grass to Airport Road 2nite",1
"Drop h@sh at my place in Koramangala",1
"Party at my place right away",0
"Get green apples at BTM market",0
"Family dinner at KR Puram",0
"Did you call the electrician?",0
"Send mj via courier before work",1
"Arrange molly at Silk Board 2nite",1
"Send ganjaa via courier tomorrow",1
"send mj near Bellandur",1
"Need ganja from Majestic",1
"Catching a movie at Shivajinagar",0
"Catching a movie at Commercial Street",0
"Cash ready, bring lsd to Malleshwaram",1
"I'll drop by Silk Board at midnight",0
"Let's meet at Rajajinagar tomorrow",0
"Arrange powder at Malleshwaram at midnight",1
"Drop w33d at my place in Electronic City",1
"Drop trip at my place in Malleshwaram",1
"Let's meet at Banashankari tonight",0
"Bro brown sugar chahiye Kengeri side",1
"Don't forget the office meeting",0
"Send trip via courier later",1
"Pick 💊 from Shivajinagar after class",1
"Pick 🌿 from Whitefield tonight",1
"Don't forget the office meeting",0
"Did you finish the project?",0
"Family dinner at Silk Board",0
"Pick up vegetables from Cubbon Park",0
"Going shopping at Bellandur",0
"I'll drop by HSR Layout 2nite",0
"Pick me up near Rajajinagar",0
"Catching a movie at MG Road",0
"Need dope from Kengeri",1
"Did you call the electrician?",0
"Going shopping at MG Road",0
"Where can I drop kush right away?",1
"Pick me up near Shivajinagar",0
"Going to Kengeri for dinner",0
"Collect papers from Whitefield",0
"How's your day going?",0
"Collect papers from MG Road",0
"Bro xtc chahiye Shivajinagar side",1
"Don't forget the office meeting",0
"Cash ready, bring ganja to KR Puram",1
"Get green apples at Kengeri market",0
"Pick up vegetables from Jayanagar",0
"How's your day going?",0
"Drop acid tabs at my place in Whitefield",1
"Let's meet at Airport Road at midnight",0
"bring k3t near Whitefield",1
"Let's play cricket in the park",0
"Going to Bellandur for dinner",0
"Going to Malleshwaram for dinner",0
"Need xtc from Banashankari",1
"Bro acid tabs chahiye Malleshwaram side",1
"Bro maal chahiye Indiranagar side",1
"Pick 🍄 from Silk Board tmrw",1
"Going to Whitefield for dinner",0
"Drop doob at my place in MG Road",1
"Need stuff from Malleshwaram",1
"Let's play cricket in the park",0
"Family dinner at Malleshwaram",0
"Drop mj at my place in MG Road",1
"Family dinner at Indiranagar",0
"Don't forget the office meeting",0
"Bro lsd chahiye KR Puram side",1
"arrng some h@sh at Bellandur",1
"Did you call the electrician?",0
"See you tomorrow at KR Puram",0
"collect some weed at Whitefield",1
"Need brown sugar from Shivajinagar",1
"Arrange grn at KR Puram tomorrow",1
"Did you call the electrician?",0
"Family dinner at Jayanagar",0
"score ma@l to Whitefield later",1
"Drop lsd at my place in Banashankari",1
"Pick up vegetables from Whitefield",0
"drop some k3t at BTM",1
"Going to Shivajinagar for dinner",0
"See you at college right away",0
"Party at my place before work",0
"Get green apples at HSR Layout market",0
"Did you finish the project?",0
"See you at college in the morning",0
"See you at college this evening",0
"score ganja to Cubbon Park before work",1
"Did you finish the project?",0
"I'll drop by BTM at midnight",0
"Don't forget the office meeting",0
"Did you call the electrician?",0
"arrange some md at HSR Layout",1
"Let's meet at KR Puram in the morning",0
"Did you call the electrician?",0
"Going shopping at Rajajinagar",0
"Need acid tabs from Banashankari",1
"Drop LSD at my place in Kengeri",1
"Send LSD via courier tomorrow",1
"Cash ready, bring ecstasy to Rajajinagar",1
"buy xtc near HSR Layout",1
"Pick up vegetables from Electronic City",0
"Going to Bellandur for dinner",0
"Cash ready, bring grass to Banashankari",1
"supply some weed at HSR Layout",1
"Collect papers from Majestic",0
"Let's meet at Silk Board at midnight",0
"Catching a movie at KR Puram",0
"How's your day going?",0
"See you tomorrow at BTM",0
"Did you finish the project?",0
"Drop LSD at my place in Kengeri",1
"Pick 🥀 from HSR Layout after class",1
"Did you finish the project?",0
"Did you call the electrician?",0
"Did you finish the project?",0
"Arrange w33d at Koramangala this evening",1
"drop some h@sh at Commercial Street",1
"Catching a movie at Whitefield",0
"Get green apples at Rajajinagar market",0
"Going shopping at Bellandur",0
"Let's play cricket in the park",0
"Send ganja via courier tomorrow",1
"Did you finish the project?",0
"Need dope from MG Road",1
"Drop mj at my place in HSR Layout",1
"Catching a movie at Jayanagar",0
"Need LSD from Commercial Street",1
"Going to KR Puram for dinner",0
"Arrange tabs at Majestic right away",1
"Pick 💊 from Majestic tmrw",1
"send maal to Kengeri at midnight",1
"Catching a movie at HSR Layout",0
"Let's meet at Commercial Street right away",0
"Don't forget the office meeting",0
"Bro coke chahiye Bellandur side",1
"Party at my place now",0
"Arrange ma@l at Shivajinagar tonight",1
"Pick 🍄 from Bellandur later",1
"arrng some molly at Silk Board",1
"See you at college later",0
"Let's play cricket in the park",0
"Bro pills chahiye MG Road side",1
"Drop stuff at my place in HSR Layout",1
"get some k3t at HSR Layout",1
"Arrange brown sugar at Majestic 2nite",1
"See you at college later",0
"buy ganjaa near Silk Board",1
"I'll drop by Shivajinagar this evening",0
"Need grass from Koramangala",1
"deliver dope near Malleshwaram",1
"Catching a movie at Jayanagar",0
"Let's meet at Commercial Street tonight",0
"Going to Cubbon Park for dinner",0
"arrng some grass at Electronic City",1
"Going shopping at BTM",0
"Going to KR Puram for dinner",0
"get tabs near Rajajinagar",1
"Need acid tabs from MG Road",1
"Catching a movie at Silk Board",0
"Need kush from Malleshwaram",1
"Bro trip chahiye Malleshwaram side",1
"Get green apples at KR Puram market",0
"send molly to HSR Layout later",1
"Get green apples at Indiranagar market",0
"Need acid from Cubbon Park",1
"Pick me up near Jayanagar",0
"Going shopping at Banashankari",0
"Where can I arrange acid now?",1
"Going to Banashankari for dinner",0
"Did you finish the project?",0
"Catching a movie at Jayanagar",0
"Get green apples at Jayanagar market",0
"Pick me up near Indiranagar",0
"Going shopping at Commercial Street",0
"Party at my place before work",0
"collect weed to Airport Road tmrw",1
"Drop maal at my place in Silk Board",1
"drop some stuff at Electronic City",1
"Drop acid tabs at my place in Bellandur",1
"drop some ma@l at Banashankari",1
"Pick me up near Bellandur",0
"Where can I drop xtc 2nite?",1
"buy stuff to Cubbon Park at midnight",1
"get maal near Koramangala",1
"Pick up vegetables from Indiranagar",0
"Let's meet at Silk Board this evening",0
"Did you finish the project?",0
"Going shopping at Indiranagar",0
"Did you finish the project?",0
"score some powder at Majestic",1
"Where can I bring k3t this evening?",1
"Did you call the electrician?",0
"Pick 💊 from MG Road at midnight",1
"Arrange doob at HSR Layout now",1
"Going shopping at Electronic City",0
"Don't forget the office meeting",0
"get weed near Airport Road",1
"Cash ready, bring maal to Indiranagar",1
"Going to Banashankari for dinner",0
"Let's play cricket in the park",0
"Pick 💊 from Majestic now",1
"How's your day going?",0
"Party at my place this evening",0
"arrng some md at Shivajinagar",1
"Where can I buy kush tonight?",1
"Need acid tabs from HSR Layout",1
"Drop dope at my place in Electronic City",1
"Arrange w33d at Electronic City at midnight",1
"Did you finish the project?",0
"Pick up vegetables from Cubbon Park",0
"bring weed near Koramangala",1
"Collect papers from Bellandur",0
"Pick 🥀 from Indiranagar at midnight",1
"Pick 💊 from Rajajinagar this evening",1
"buy some ganjaa at MG Road",1
"Drop ecstasy at my place in Whitefield",1
"Pick 🌿 from Indiranagar this evening",1
"Party at my place tonight",0
"Cash ready, bring h@sh to Rajajinagar",1
"supply doob to Jayanagar at midnight",1
"arrng some grass at BTM",1
"Cash ready, bring kush to HSR Layout",1
"See you tomorrow at Indiranagar",0
"Bro mdma chahiye Banashankari side",1
"Bro h@sh chahiye Banashankari side",1
"Let's meet at Shivajinagar before work",0
"deliver grn to Rajajinagar in the morning",1
"Need doob from Whitefield",1
"Let's play cricket in the park",0
"Did you call the electrician?",0
"Don't forget the office meeting",0
"arrng some maal at KR Puram",1
"grab some mj at Commercial Street",1
"Arrange md at Shivajinagar 2nite",1
"I'll drop by Koramangala in the morning",0
"supply k3t to Koramangala now",1
"See you at college 2nite",0
"Need molly from Shivajinagar",1
"Going to Whitefield for dinner",0
"Send kush via courier later",1
"Bro k3t chahiye KR Puram side",1
"Bro ganja chahiye Rajajinagar side",1
"How's your day going?",0
"Where can I deliver ma@l at midnight?",1
"Pick me up near Shivajinagar",0
"Need hash from Bellandur",1
"Did you call the electrician?",0
"Bro weed chahiye Shivajinagar side",1
"Let's meet at Banashankari tomorrow",0
"I'll drop by Majestic after class",0
"Let's play cricket in the park",0
"Did you finish the project?",0
"Drop stuff at my place in Malleshwaram",1
"Let's play cricket in the park",0
"I'll drop by Majestic before work",0
"Collect papers from Cubbon Park",0
"Going shopping at Shivajinagar",0
"I'll drop by Electronic City this evening",0
"Going shopping at KR Puram",0
"Did you call the electrician?",0
"Cash ready, bring ecstasy to Koramangala",1
"Catching a movie at KR Puram",0
"How's your day going?",0
"Did you finish the project?",0
"Going shopping at Koramangala",0
"Party at my place 2nite",0
"Let's meet at Silk Board tonight",0
"Pick up vegetables from Rajajinagar",0
"Cash ready, bring molly to Kengeri",1
"Pick up vegetables from HSR Layout",0
"Going to Jayanagar for dinner",0
"Collect papers from Cubbon Park",0
"Did you finish the project?",0
"Did you finish the project?",0
"Drop tabs at my place in Rajajinagar",1
"Let's meet at KR Puram tmrw",0
"Need brown sugar from Whitefield",1
"Send LSD via courier 2nite",1
"Drop weed at my place in KR Puram",1
"I'll drop by Commercial Street in the morning",0
"Party at my place this evening",0
"I'll drop by Jayanagar in the morning",0
"Pick up vegetables from HSR Layout",0
"Going to Koramangala for dinner",0
"Get green apples at Jayanagar market",0
"Drop stuff at my place in Electronic City",1
"arrng mj to BTM after class",1
"See you at college this evening",0
"pick up charas near Electronic City",1
"Arrange stuff at Shivajinagar this evening",1
"Let's play cricket in the park",0
"See you at college tmrw",0
"Catching a movie at KR Puram",0
"Did you call the electrician?",0
"Pick up vegetables from KR Puram",0
"Party at my place now",0
"Catching a movie at MG Road",0
"deliver charas to Bellandur later",1
"Drop mj at my place in Cubbon Park",1
"Catching a movie at Rajajinagar",0
"Arrange charas at Koramangala right away",1
"send acid near Koramangala",1
"Need h@sh from Majestic",1
"Collect papers from Whitefield",0
"Did you call the electrician?",0
"Pick me up near Shivajinagar",0
"Bro molly chahiye Jayanagar side",1
"Collect papers from MG Road",0
"Pick 🥀 from Koramangala after class",1
"See you tomorrow at Airport Road",0
"Let's meet at Shivajinagar after class",0
